"x","y"
6.98673470877111,28
5.56530505884439,16
1.40139957657084,3
2.85723306238651,2
5.55369009962305,11
0.251311503816396,1
4.66230554971844,2
8.61010685097426,56
2.52501178765669,1
5.80806337296963,15
0.0593325681984425,0
6.9186593987979,18
2.31125046964735,2
8.48532462259755,41
1.53835240751505,2
3.56809314806014,6
5.4520450416021,8
0.0119761377573013,1
3.17824489902705,5
0.172893537674099,0
3.41558025917038,4
3.43438799958676,4
2.32562693301588,2
0.613688277080655,0
4.12376251770183,8
1.85512177180499,0
4.10672063706443,9
1.40080855693668,2
0.0543451681733131,2
6.0173881566152,8
9.1101012728177,68
1.75362783949822,0
7.31187413213775,30
0.161572096403688,1
5.86115716258064,9
4.25818428397179,7
2.10490977624431,1
4.77200108347461,8
7.5482327491045,24
4.46829279884696,5
3.71201802045107,1
8.74778404599056,41
4.34597307350487,6
4.40136776538566,4
0.819568333681673,1
0.34619303420186,0
9.28651981754228,71
2.94566297205165,2
5.19224287476391,5
2.36396424937993,0
